225
-0.161645	 0.0135233	 -0.49612	 
0.0596		-0.0359992	 0.299035	 
-0.0365444	 0.0228417	 0.0987719	 
-0.0770262	 0.0380253	 0.337126	 
0.0988429	 0.107505	 0.0783856	 
-0.140829	 -0.238134	 0.168224	 
0.170254	 0.0758254	 0.35021	 
-0.04009	 0.34932	 -0.11155	 
0.025459	 -0.187701	 -0.367661	 
0.153266	 -0.730534	 -0.248275	 
-0.218423	 0.254331	 -0.216908	 
0.0686735	 -0.00499588	 -0.148181	 
0.23965	        -0.548921	 -0.428113	 
-0.045263	 -0.0206089	 0.0465466	 
-0.111163	 -0.224515	 0.109636	 
-0.367216	 -0.0708739	 0.671739
0.0441204	 0.0542839	 -0.10037	 
0.644052	 -0.729198	 0.840717	 
-0.0411237	 0.00794814	 -0.0645771	 
-0.013073	 -0.0285487	 -0.410548	 
0.231024	 -0.105381	 0.499127	
-0.142569	 0.33203	 0.589099	 
-0.08441	 0.582712	 0.31232	 
-0.2218	         -0.148474	 0.138327	 
-0.109905	 0.148931	 -0.127295	
0.237933	 0.0480087	 0.162055	 
0.208225	 -0.0491634	 0.713746	 
-0.22782	 0.211479	 -0.295412	 
0.699601	 -0.526567	 -0.674523	 
0.105562	 -0.0608563	 -0.243779	 
-0.14178	 -0.105935	 0.380912	 
0.2002	          0.13361	 0.458922	 
-0.152208	 -0.280794	 -0.900499	 
0.437016	 0.21391	 0.604018	 
-0.300763	 -0.0879949	 0.25097	 
-0.239771	 -0.145535	 -0.0568691	 
0.19271	         -0.98145	 -0.471062	 
-0.200626	 -0.123232	 -0.70982	 
0.032556	 -0.0833318	 -0.198353	 
-0.344801	 0.03302	 0.89777	 
-7.70925e-05	 -0.00214386	 0.00179722	 
-0.238857	 -0.22228	 -0.644065	 
-0.0689527	 -0.227104	 0.054997	 
-0.0820759	 -0.332155	 -0.128519	 
-0.20901	 -0.256589	 -0.755896	 
0.72076	          0.555849	 0.320849	 
-0.00227495	 0.06258	 0.47967	 
0.0569635	 -0.179087	 -0.075202	 
-0.0246326	 -0.35646	 0.388249	 
-0.0139109	 -0.00209118	 0.220191	 
0.206329	 -0.261104	 0.106615	 
-0.0112724	 0.0180989	 0.0185431	 
-0.613722	 0.320772	 -0.15041	 
0.00364968	 0.00206744	 -0.0150659	 
-0.399216	 0.218317	 -0.247721	 
0.0785927	 0.720018	 0.0371425	 
-0.35691	 0.339297	 -0.888945	 
-0.62013	 -0.105046	 0.22118	 
0.176703	 0.00491894	 0.0523876	 
-0.13711	 0.0799534	 -0.141258	
-0.099352	 0.0898915	 0.761794	 
0.94316	         0.579383	 -0.230436	 
0.0925794	 -0.154364	 0.43554	 
-0.14849	 0.209228	 0.126743	
-0.0185312	 0.0522204	 0.0828091	 
0.692763	 -0.288586	 -0.322291	 
0.0184603	 0.17622	 0.07744	 
-0.250938	 0.37499	 0.356465	  
-0.797397	 0.28847	 -0.825736	 
-0.0849057	 -0.0521045	 -0.36832	 
0.262168	 0.679726	 -0.436635	 
0.0707584	 -0.100001	 0.0283449	 
-0.165	         -0.477305	 0.732382	 
0.0344974	 0.0338162	 -0.0517655	 
0.246508	 -0.06697	 0.0251785	 
